displacement[m],reference_ratio_y_axis_list,reference_ratio_z_axis_list
0.92e-3,-0.934222757963085,0.934222757972168
0.93e-3,-0.937105702070957,0.937105702080694
0.94e-3,-0.939883381248389,0.939883381258821
0.95e-3,-0.942558568851307,0.942558568862476
0.96e-3,-0.945134016359996,0.945134016371948
0.97e-3,-0.94761245095133,0.947612450964113
0.98e-3,-0.949996573199626,0.949996573213291
0.99e-3,-0.952289054905865,0.952289054920461
1.00e-3,-0.954492537054608,0.954492537070187
1.01e-3,-0.956609627897787,0.956609627914408
1.02e-3,-0.95864290116422,0.958642901181939
1.03e-3,-0.960594894393403,0.960594894412278
1.04e-3,-0.96246810739202,0.962468107412115
1.05e-3,-0.964265000811269,0.964265000832647
1.06e-3,-0.96598799484295,0.965987994865677
1.07e-3,-0.967639468032044,0.967639468056189
1.08e-3,-0.969221756203366,0.969221756228997
1.09e-3,-0.970737151499651,0.970737151526842
1.10e-3,-0.972187901528327,0.972187901557153
1.11e-3,-0.973576208614062,0.973576208644596
1.12e-3,-0.974904229154062,0.974904229186384
1.13e-3,-0.976174073072982,0.976174073107174
1.14e-3,-0.977387803374197,0.97738780341034
1.15e-3,-0.978547435784119,0.978547435822297
1.16e-3,-0.979654938486163,0.979654938526463
1.17e-3,-0.980712231940896,0.980712231983404
1.18e-3,-0.981721188788867,0.981721188833672
1.19e-3,-0.982683633832579,0.982683633879772
1.20e-3,-0.983601344094033,0.983601344143705
1.21e-3,-0.98447604894426,0.984476048996502
1.22e-3,-0.985309430301263,0.985309430356166
1.23e-3,-0.986103122892781,0.98610312295044
1.24e-3,-0.986858714580328,0.986858714640835
1.25e-3,-0.987577746740948,0.987577746804398
1.26e-3,-0.988261714703195,0.988261714769682
1.27e-3,-0.988912068233882,0.988912068303498
1.28e-3,-0.989530212072165,0.989530212145004
1.29e-3,-0.990117506507614,0.990117506583771
1.30e-3,-0.990675267998984,0.990675268078549
1.31e-3,-0.991204769830426,0.99120476991349
1.32e-3,-0.991707242802029,0.991707242888681
1.33e-3,-0.992183875951574,0.992183876041902
1.34e-3,-0.992635817304532,0.992635817398622
1.35e-3,-0.99306417464938,0.993064174747315
1.36e-3,-0.993470016335447,0.993470016437307
1.37e-3,-0.993854372090529,0.993854372196394
1.38e-3,-0.99421823385568,0.994218233965623
1.39e-3,-0.994562556634625,0.994562556748717
1.40e-3,-0.994888259355377,0.994888259473686
1.41e-3,-0.995196225741732,0.995196225864323
1.42e-3,-0.995487305192401,0.995487305319333
1.43e-3,-0.995762313665673,0.995762313797001
1.44e-3,-0.996022034567572,0.996022034703346
1.45e-3,-0.996267219641598,0.996267219781862
1.46e-3,-0.996498589858236,0.996498590003028
1.47e-3,-0.996716836302511,0.996716836451863
1.48e-3,-0.996922621057978,0.996922621211918
1.49e-3,-0.997116578085639,0.997116578244189
1.50e-3,-0.997299314096356,0.997299314259531
1.51e-3,-0.997471409415447,0.997471409583255
1.52e-3,-0.997633418838242,0.997633419010683
1.53e-3,-0.997785872475447,0.997785872652514
1.54e-3,-0.997929276587291,0.99792927676897
1.55e-3,-0.998064114405485,0.998064114591756
1.56e-3,-0.998190846942123,0.998190847132956
1.57e-3,-0.998309913784735,0.998309913980093
1.58e-3,-0.998421733876777,0.998421734076616
1.59e-3,-0.998526706282932,0.998526706487198
1.60e-3,-0.998625210938647,0.998625211147279
1.61e-3,-0.998717609383431,0.998717609596358
1.62e-3,-0.998804245477474,0.99880424569462
1.63e-3,-0.99888544610125,0.998885446322532
1.64e-3,-0.99896152183779,0.998961522063111
1.65e-3,-0.999032767637392,0.99903276786665
1.66e-3,-0.999099463464597,0.999099463697683
1.67e-3,-0.999161874927285,0.999161875164083
1.68e-3,-0.999220253887827,0.999220254128211
1.69e-3,-0.999274839056249,0.999274839300085
1.70e-3,-0.999325856565425,0.999325856812576
